
1950,0.35
1976,20
1989,27
2002,56
2005,61
2007,65
2008,60
2009,55
2010,57
2011,59
2012,59
2013,57
2014,59
2015,58
2016,60
2017,64
2018,58
2019,56
2020,54
2021,57
